WKT,name,Desrciption,Weight,Neighborhood,X,Y,X Weight,Y Weight
POINT (34.9361067 29.5427545),Point 514,,2,21,34.9361067,29.5427545,69.8722134,59.085509
POINT (34.9380864 29.539389),Point 530,,2,21,34.9380864,29.539389,69.8761728,59.078778
POINT (34.9376377 29.5497952),Point 379,,1,22,34.9376377,29.5497952,34.9376377,29.5497952
POINT (34.9399978 29.548596),Point 380,probab3y not viab3e,1,22,34.9399978,29.548596,34.9399978,29.548596
POINT (34.9408258 29.5480049),Point 381,,1,22,34.9408258,29.5480049,34.9408258,29.5480049
POINT (34.9416948 29.5474608),Point 382,,1,22,34.9416948,29.5474608,34.9416948,29.5474608
POINT (34.9416936 29.5467679),Point 383,,1,22,34.9416936,29.5467679,34.9416936,29.5467679
POINT (34.938999 29.5490991),Point 384,,1,22,34.938999,29.5490991,34.938999,29.5490991
POINT (34.9390728 29.5425251),Point 385,,1,22,34.9390728,29.5425251,34.9390728,29.5425251
POINT (34.9386759 29.5426371),Point 386,,1,22,34.9386759,29.5426371,34.9386759,29.5426371
POINT (34.9381301 29.5429171),Point 387,,1,22,34.9381301,29.5429171,34.9381301,29.5429171
POINT (34.9373972 29.5433325),Point 388,,1,22,34.9373972,29.5433325,34.9373972,29.5433325
POINT (34.9370593 29.5436079),Point 389,,1,22,34.9370593,29.5436079,34.9370593,29.5436079
POINT (34.9369242 29.5447894),Point 390,,1,22,34.9369242,29.5447894,34.9369242,29.5447894
POINT (34.9367191 29.5468873),Point 391,,2,22,34.9367191,29.5468873,69.8734382,59.0937746
POINT (34.9367298 29.5471253),Point 392,Near a 1choo3,2,22,34.9367298,29.5471253,69.8734596,59.0942506
POINT (34.9377222 29.547748),Point 393,,1,22,34.9377222,29.547748,34.9377222,29.547748
POINT (34.9389242 29.5476173),Point 394,,1,22,34.9389242,29.5476173,34.9389242,29.5476173
POINT (34.9395894 29.5470513),Point 395,,1,22,34.9395894,29.5470513,34.9395894,29.5470513
POINT (34.9400408 29.5464252),Point 396,,1,22,34.9400408,29.5464252,34.9400408,29.5464252
POINT (34.9397672 29.5457159),Point 397,,1,22,34.9397672,29.5457159,34.9397672,29.5457159
POINT (34.9393434 29.5449832),Point 398,,1,22,34.9393434,29.5449832,34.9393434,29.5449832
POINT (34.9383804 29.543687),Point 399,,1,22,34.9383804,29.543687,34.9383804,29.543687
POINT (34.9383214 29.5441024),Point 400,,1,22,34.9383214,29.5441024,34.9383214,29.5441024
POINT (34.9382633 29.5446158),Point 401,,1,22,34.9382633,29.5446158,34.9382633,29.5446158
POINT (34.9381889 29.5450758),Point 402,,1,22,34.9381889,29.5450758,34.9381889,29.5450758
POINT (34.9381031 29.5455985),Point 403,,1,22,34.9381031,29.5455985,34.9381031,29.5455985
POINT (34.9380704 29.5460799),Point 404,,1,22,34.9380704,29.5460799,34.9380704,29.5460799
POINT (34.9379631 29.5465092),Point 405,,1,22,34.9379631,29.5465092,34.9379631,29.5465092
POINT (34.9379297 29.546962),Point 406,,1,22,34.9379297,29.546962,34.9379297,29.546962
POINT (34.9378576 29.5474448),Point 407,,1,22,34.9378576,29.5474448,34.9378576,29.5474448
POINT (34.9402705 29.5415367),Point 515,,2,23,34.9402705,29.5415367,69.880541,59.0830734
POINT (34.9410191 29.5409848),Point 516,,1,23,34.9410191,29.5409848,34.9410191,29.5409848
POINT (34.9416319 29.5405342),Point 517,,1,23,34.9416319,29.5405342,34.9416319,29.5405342
POINT (34.9400795 29.5404159),Point 518,,1,23,34.9400795,29.5404159,34.9400795,29.5404159
POINT (34.9404064 29.5401175),Point 519,,1,23,34.9404064,29.5401175,34.9404064,29.5401175
POINT (34.940729 29.5398844),Point 520,,1,23,34.940729,29.5398844,34.940729,29.5398844
POINT (34.9411229 29.5396547),Point 521,,1,23,34.9411229,29.5396547,34.9411229,29.5396547
POINT (34.9408798 29.539394),Point 522,,1,23,34.9408798,29.539394,34.9408798,29.539394
POINT (34.940373 29.5397471),Point 523,,1,23,34.940373,29.5397471,34.940373,29.5397471
POINT (34.9401037 29.539802),Point 524,,1,23,34.9401037,29.539802,34.9401037,29.539802
POINT (34.9396853 29.539886),Point 525,,2,23,34.9396853,29.539886,69.8793706,59.079772
POINT (34.9394595 29.5394011),Point 526,,1,23,34.9394595,29.5394011,34.9394595,29.5394011
POINT (34.9397685 29.5390285),Point 527,,1,23,34.9397685,29.5390285,34.9397685,29.5390285
POINT (34.9396371 29.5383415),Point 528,,1,23,34.9396371,29.5383415,34.9396371,29.5383415
POINT (34.9390873 29.5387382),Point 529,,1,23,34.9390873,29.5387382,34.9390873,29.5387382
POINT (34.9464327 29.5405785),lot 97,,3,23,34.9464327,29.5405785,104.8392981,88.6217355
POINT (34.9483315 29.5475075),lot 100,,1,25,34.9483315,29.5475075,34.9483315,29.5475075
POINT (34.9471884 29.5450135),lot 101,,1,25,34.9471884,29.5450135,34.9471884,29.5450135
POINT (34.9467779 29.5456032),lot 102,,1,25,34.9467779,29.5456032,34.9467779,29.5456032
POINT (34.9460781 29.546444),lot 103,,1,25,34.9460781,29.546444,34.9460781,29.546444
POINT (34.9464225 29.5460353),lot 104,,1,25,34.9464225,29.5460353,34.9464225,29.5460353
POINT (34.946249 29.5470918),lot 105,,1,25,34.946249,29.5470918,34.946249,29.5470918
POINT (34.9503059 29.545524),lot 163,,1,25,34.9503059,29.545524,34.9503059,29.545524
POINT (34.9482178 29.541923),lot 96,,3,25,34.9482178,29.541923,104.8446534,88.625769
POINT (34.9510755 29.5448521),lot 167,,1,25,34.9510755,29.5448521,34.9510755,29.5448521
POINT (34.9508427 29.5474858),lot 52,,3,27,34.9508427,29.5474858,104.8525281,88.6424574
POINT (34.9502786 29.5515897),lot 118,,1,27,34.9502786,29.5515897,34.9502786,29.5515897
POINT (34.9507746 29.5517619),lot 119,,1,27,34.9507746,29.5517619,34.9507746,29.5517619
POINT (34.9500665 29.5503279),lot 121,3arge Parking lot,3,27,34.9500665,29.5503279,104.8501995,88.6509837
POINT (34.9475096 29.5499057),lot 122,,2,27,34.9475096,29.5499057,69.8950192,59.0998114
POINT (34.9485231 29.5532802),lot 123,,3,27,34.9485231,29.5532802,104.8455693,88.6598406
POINT (34.9464665 29.550308),lot 124,,2,27,34.9464665,29.550308,69.892933,59.100616
POINT (34.9458255 29.5501727),lot 125,3ocated near 1choo3,1,27,34.9458255,29.5501727,34.9458255,29.5501727
POINT (34.9471337 29.5512073),lot 126,,2,27,34.9471337,29.5512073,69.8942674,59.1024146
POINT (34.9463027 29.5507542),lot 128,,2,27,34.9463027,29.5507542,69.8926054,59.1015084
POINT (34.9480952 29.5524636),lot 138,,2,27,34.9480952,29.5524636,69.8961904,59.1049272
POINT (34.945997 29.550809),lot 162,3ocated near 1choo3,1,27,34.945997,29.550809,34.945997,29.550809
POINT (34.9482148 29.5503136),Point 364,,1,27,34.9482148,29.5503136,34.9482148,29.5503136
POINT (34.9516394 29.5468731),lot 95,,2,27,34.9516394,29.5468731,69.9032788,59.0937462
POINT (34.9590989 29.5671852),lot 5,,3,29,34.9590989,29.5671852,104.8772967,88.7015556
POINT (34.959494 29.5653414),lot 15,,1,29,34.959494,29.5653414,34.959494,29.5653414
POINT (34.9585171 29.5678645),lot 18,,1,29,34.9585171,29.5678645,34.9585171,29.5678645
POINT (34.9588152 29.5663863),lot 23,lot1 of parking lot1 for charger1,3,29,34.9588152,29.5663863,104.8764456,88.6991589
POINT (34.9586006 29.5657797),lot 24,lot1 of 1pace for parking,3,29,34.9586006,29.5657797,104.8758018,88.6973391
POINT (34.9603264 29.566293),lot 25,2ediu2 Charger1?,3,29,34.9603264,29.566293,104.8809792,88.698879
POINT (34.9596611 29.5680229),lot 26,,3,29,34.9596611,29.5680229,104.8789833,88.7040687
POINT (34.9569949 29.5639379),lot 27,,2,29,34.9569949,29.5639379,69.9139898,59.1278758
POINT (34.9554541 29.5655679),lot 28,,3,29,34.9554541,29.5655679,104.8663623,88.6967037
POINT (34.9561733 29.5677227),lot 29,,3,29,34.9561733,29.5677227,104.8685199,88.7031681
POINT (34.9595907 29.5629355),lot 32,,1,29,34.9595907,29.5629355,34.9595907,29.5629355
POINT (34.9557315 29.5584068),lot 113,,3,29,34.9557315,29.5584068,104.8671945,88.6752204
POINT (34.9592924 29.5716403),lot 190,,3,29,34.9592924,29.5716403,104.8778772,88.7149209
POINT (34.9586862 29.569073),lot 191,,3,29,34.9586862,29.569073,104.8760586,88.707219
POINT (34.9609256 29.5695536),lot 192,,3,29,34.9609256,29.5695536,104.8827768,88.7086608
POINT (34.9617946 29.5696376),lot 193,,1,29,34.9617946,29.5696376,34.9617946,29.5696376
POINT (34.961344 29.5689261),lot 194,,1,29,34.961344,29.5689261,34.961344,29.5689261
POINT (34.9607961 29.5684665),lot 195,,1,29,34.9607961,29.5684665,34.9607961,29.5684665
POINT (34.9632696 29.5693669),lot 196,,2,29,34.9632696,29.5693669,69.9265392,59.1387338
POINT (34.9616624 29.5686368),lot 197,,1,29,34.9616624,29.5686368,34.9616624,29.5686368
POINT (34.9623357 29.5700668),lot 198,,1,29,34.9623357,29.5700668,34.9623357,29.5700668
POINT (34.9566646 29.5657653),lot 205,,2,29,34.9566646,29.5657653,69.9133292,59.1315306
POINT (34.9623174 29.5715999),lot 206,,3,29,34.9623174,29.5715999,104.8869522,88.7147997
POINT (34.963932 29.5708534),lot 207,,3,29,34.963932,29.5708534,104.891796,88.7125602
POINT (34.95763 29.5601685),lot 216,,1,29,34.95763,29.5601685,34.95763,29.5601685
POINT (34.9575904 29.5682362),lot 236,,1,29,34.9575904,29.5682362,34.9575904,29.5682362
POINT (34.958164 29.5714831),lot 237,,1,29,34.958164,29.5714831,34.958164,29.5714831
POINT (34.957562 29.5698229),lot 238,,2,29,34.957562,29.5698229,69.915124,59.1396458
POINT (34.9581172 29.5703653),lot 239,,2,29,34.9581172,29.5703653,69.9162344,59.1407306
POINT (34.9590245 29.5708762),lot 240,,1,29,34.9590245,29.5708762,34.9590245,29.5708762
POINT (34.9598834 29.5705597),lot 241,,2,29,34.9598834,29.5705597,69.9197668,59.1411194
POINT (34.9596017 29.5701176),lot 242,,2,29,34.9596017,29.5701176,69.9192034,59.1402352
POINT (34.9598222 29.5687618),lot 243,,2,29,34.9598222,29.5687618,69.9196444,59.1375236
POINT (34.9576114 29.5622947),lot 250,,2,29,34.9576114,29.5622947,69.9152228,59.1245894
POINT (34.9583324 29.5711463),lot 254,,1,29,34.9583324,29.5711463,34.9583324,29.5711463
POINT (34.9582613 29.5709118),lot 255,,1,29,34.9582613,29.5709118,34.9582613,29.5709118
POINT (34.9579174 29.570845),lot 256,,1,29,34.9579174,29.570845,34.9579174,29.570845
POINT (34.9586929 29.5709907),lot 257,,1,29,34.9586929,29.5709907,34.9586929,29.5709907
POINT (34.9583169 29.5639072),lot 259,,2,29,34.9583169,29.5639072,69.9166338,59.1278144
POINT (34.9571359 29.5674323),lot 271,,1,29,34.9571359,29.5674323,34.9571359,29.5674323
POINT (34.9565874 29.5668047),lot 275,,1,29,34.9565874,29.5668047,34.9565874,29.5668047
POINT (34.9593388 29.5640752),lot 276,,2,29,34.9593388,29.5640752,69.9186776,59.1281504
POINT (34.9601927 29.5643062),lot 277,,2,29,34.9601927,29.5643062,69.9203854,59.1286124
POINT (34.9589889 29.5715876),lot 258,,1,29,34.9589889,29.5715876,34.9589889,29.5715876
POINT (34.9576736 29.5607479),Point 367,,1,29,34.9576736,29.5607479,34.9576736,29.5607479
